gene,species,timepoint,expression
gene_523,species_2,t0,0.12738697943275717
gene_523,species_2,t1,0.9121746240929945
gene_523,species_2,t2,1.0636409188901093
gene_523,species_2,t3,0.28514491286730725
gene_523,species_3,t0,0.05238325929323952
gene_523,species_3,t1,0.0
gene_523,species_3,t2,0.6475306160998436
gene_523,species_3,t3,0.25175835660613477
gene_524,species_1,t0,0.7318632506297107
gene_524,species_1,t1,2.387106666499144
gene_524,species_1,t2,0.0
gene_524,species_1,t3,0.0
gene_524,species_2,t0,0.0
gene_524,species_2,t1,0.0
gene_524,species_2,t2,2.0751718842091718
gene_524,species_2,t3,0.5633480585177958
gene_524,species_3,t0,0.0
gene_524,species_3,t1,0.6719225429071785
gene_524,species_3,t2,3.7066188388891343
gene_524,species_3,t3,0.8350912101013926
gene_525,species_1,t0,0.03792808020372903
gene_525,species_1,t1,0.49133574195947316
gene_525,species_1,t2,0.30984957683508857
gene_525,species_1,t3,0.08127682218782442
gene_525,species_2,t0,0.02749924340753092
gene_525,species_2,t1,0.0
gene_525,species_2,t2,1.379998282774675
gene_525,species_2,t3,0.5979563124392221
gene_525,species_3,t0,0.0
gene_525,species_3,t1,1.0401384397877014
gene_525,species_3,t2,1.4267559545981963
gene_525,species_3,t3,0.2753576752429
gene_526,species_1,t0,2.109221874745258
gene_526,species_1,t1,5.063802475447352
gene_526,species_1,t2,3.885469592160467
gene_526,species_1,t3,0.0
gene_526,species_2,t0,0.0
gene_526,species_2,t1,1.3164409339185852
gene_526,species_2,t2,0.0
gene_526,species_2,t3,1.9165178613320035
gene_526,species_3,t0,2.5361873370108965
gene_526,species_3,t1,0.0
gene_526,species_3,t2,4.531529004472953
gene_526,species_3,t3,0.554069595639356
gene_527,species_1,t0,4.745293126120004
gene_527,species_1,t1,0.0
gene_527,species_1,t2,0.0
gene_527,species_1,t3,2.220577154647501
gene_527,species_2,t0,0.5039652599875842
gene_527,species_2,t1,1.0541762918267683
gene_527,species_2,t2,1.0225473838324506
gene_527,species_2,t3,0.37331181098572996
gene_527,species_3,t0,0.0
gene_527,species_3,t1,0.0
gene_527,species_3,t2,6.2593077756922995
gene_527,species_3,t3,1.5991667685046296
gene_528,species_1,t0,0.0
gene_528,species_1,t1,0.0
gene_528,species_1,t2,2.9351725477717054
gene_528,species_1,t3,0.9542400939925658
gene_528,species_2,t0,0.07522994064477252
gene_528,species_2,t1,0.8428045156139432
gene_528,species_2,t2,0.0
gene_528,species_2,t3,0.0
gene_528,species_3,t0,0.8022232351765408
gene_528,species_3,t1,0.0
gene_528,species_3,t2,0.0
gene_528,species_3,t3,0.0
gene_529,species_1,t0,2.048567921559481
gene_529,species_1,t1,3.421783518110164
gene_529,species_1,t2,3.8540276331893075
gene_529,species_1,t3,1.1913995649217013
gene_529,species_2,t0,0.16507461544300037
gene_529,species_2,t1,0.6661565404917618
gene_529,species_2,t2,0.34311919709575384
gene_529,species_2,t3,0.0
gene_529,species_3,t0,1.39136692648086
gene_529,species_3,t1,3.506948766108267
gene_529,species_3,t2,0.0
gene_529,species_3,t3,0.34893335789501
gene_530,species_1,t0,0.0
gene_530,species_1,t1,0.0
gene_530,species_1,t2,4.166968743834708
gene_530,species_1,t3,1.1284677526104752
gene_530,species_2,t0,0.14356549900973972
gene_530,species_2,t1,0.5147671964791124
gene_530,species_2,t2,0.0
gene_530,species_2,t3,0.9228379807338214
gene_530,species_3,t0,0.0
gene_530,species_3,t1,3.8097466327271006
gene_530,species_3,t2,0.3689873993386146
gene_530,species_3,t3,0.0
gene_531,species_1,t0,1.693394996250585
gene_531,species_1,t1,3.1785955296806243
gene_531,species_1,t2,3.083322718636977
gene_531,species_1,t3,0.7550746887670053
gene_531,species_2,t0,0.0
gene_531,species_2,t1,0.20120804866940767
gene_531,species_2,t2,0.0
gene_531,species_2,t3,0.3279714474508678
gene_531,species_3,t0,0.0
gene_531,species_3,t1,2.161889266293238
gene_531,species_3,t2,2.317489161238865
gene_531,species_3,t3,0.5278391867997227
gene_532,species_1,t0,0.5792979953395363
gene_532,species_1,t1,0.0
gene_532,species_1,t2,0.0
gene_532,species_1,t3,0.041842762649580534
gene_532,species_2,t0,0.0
gene_532,species_2,t1,0.7734786036098759
gene_532,species_2,t2,1.0602324897566473
gene_532,species_2,t3,0.5042056531743396
gene_532,species_3,t0,0.14735186523063235
gene_532,species_3,t1,1.3938239716454375
gene_532,species_3,t2,0.22803461939862008
gene_532,species_3,t3,0.0
gene_533,species_1,t0,0.0
gene_533,species_1,t1,0.0
gene_533,species_1,t2,0.37677664063118876
gene_533,species_1,t3,0.16984888065203732
gene_533,species_2,t0,0.6730678656744514
gene_533,species_2,t1,0.0
gene_533,species_2,t2,0.938097092192398
gene_533,species_2,t3,0.46980098848536245
gene_533,species_3,t0,0.0
gene_533,species_3,t1,0.9850332106209486
gene_533,species_3,t2,4.46926049633628
gene_533,species_3,t3,1.6039143211729194
gene_534,species_1,t0,1.6570486965036177
gene_534,species_1,t1,0.0
gene_534,species_1,t2,2.2509708834503717
gene_534,species_1,t3,0.6630282939484629
gene_534,species_2,t0,0.0
gene_534,species_2,t1,0.4022913919553408
gene_534,species_2,t2,0.0
gene_534,species_2,t3,0.0
gene_534,species_3,t0,0.0
gene_534,species_3,t1,0.0
gene_534,species_3,t2,0.0
gene_534,species_3,t3,1.2658393599654214
gene_535,species_1,t0,0.9420727239354163
gene_535,species_1,t1,0.0
gene_535,species_1,t2,1.875894327119879
gene_535,species_1,t3,0.0
gene_535,species_2,t0,0.05476406997316616
gene_535,species_2,t1,0.7564698666185379
gene_535,species_2,t2,0.782709667385433
gene_535,species_2,t3,0.0
gene_535,species_3,t0,0.0
gene_535,species_3,t1,0.0
gene_535,species_3,t2,0.6571134084999268
gene_535,species_3,t3,0.0
gene_536,species_1,t0,1.4710266111613521
gene_536,species_1,t1,2.6607297942548596
gene_536,species_1,t2,3.3116753813908457
gene_536,species_1,t3,0.7339026444565413
gene_536,species_2,t0,0.0
gene_536,species_2,t1,0.44487881409719165
gene_536,species_2,t2,0.3345168993656626
gene_536,species_2,t3,0.4737600284673189
gene_536,species_3,t0,1.2451286959211998
gene_536,species_3,t1,0.0
gene_536,species_3,t2,1.4233243222504686
gene_536,species_3,t3,0.2883196084258373
gene_537,species_1,t0,0.8883981295491343
gene_537,species_1,t1,2.175041279154005
gene_537,species_1,t2,0.28747855424035096
gene_537,species_1,t3,0.15990365804873263
gene_537,species_2,t0,0.0
gene_537,species_2,t1,0.4886240239632319
gene_537,species_2,t2,0.0
gene_537,species_2,t3,0.0
gene_537,species_3,t0,0.7700628958018271
gene_537,species_3,t1,0.8879322885462809
gene_537,species_3,t2,0.0
gene_537,species_3,t3,1.3794818996308043
gene_538,species_1,t0,0.3640174368849385
gene_538,species_1,t1,0.0
gene_538,species_1,t2,0.0
gene_538,species_1,t3,0.4588574987849205
gene_538,species_2,t0,0.0
gene_538,species_2,t1,0.0
gene_538,species_2,t2,0.8530857284406339
gene_538,species_2,t3,0.6533214898057979
gene_538,species_3,t0,0.5959941560841466
gene_538,species_3,t1,1.0133786156284603
gene_538,species_3,t2,0.3622886850261308
gene_538,species_3,t3,0.483887997096983
gene_539,species_1,t0,0.6344702424844093
gene_539,species_1,t1,1.7282141679090461
gene_539,species_1,t2,1.6263904714004156
gene_539,species_1,t3,0.4563523814023901
gene_539,species_2,t0,0.06916809202008489
gene_539,species_2,t1,0.0
gene_539,species_2,t2,0.48482109394904044
gene_539,species_2,t3,0.0
gene_539,species_3,t0,0.5546655909523173
gene_539,species_3,t1,1.0512950822067952
gene_539,species_3,t2,0.8085717043617511
gene_539,species_3,t3,0.0
gene_540,species_1,t0,0.7951394755895054
gene_540,species_1,t1,0.6918298927670035
gene_540,species_1,t2,2.003335663460229
gene_540,species_1,t3,0.4789895796835554
gene_540,species_2,t0,0.0
gene_540,species_2,t1,0.0
gene_540,species_2,t2,0.2681223535691348
gene_540,species_2,t3,0.41399874788233054
gene_540,species_3,t0,0.0
gene_540,species_3,t1,0.0
gene_540,species_3,t2,1.2096323085345622
gene_540,species_3,t3,0.6789166608373185
gene_541,species_1,t0,0.0
gene_541,species_1,t1,0.5007337903092058
gene_541,species_1,t2,0.0
gene_541,species_1,t3,0.0
gene_541,species_2,t0,0.15146305060595022
gene_541,species_2,t1,0.0
gene_541,species_2,t2,1.378758397141202
gene_541,species_2,t3,0.4256140855943901
gene_541,species_3,t0,0.0
gene_541,species_3,t1,2.3122498712839064
gene_541,species_3,t2,0.9590696641230161
gene_541,species_3,t3,0.12322786068092567
gene_542,species_1,t0,0.6839393971832731
gene_542,species_1,t1,2.048172688664685
gene_542,species_1,t2,1.318725373788129
gene_542,species_1,t3,0.8410026106226851
gene_542,species_2,t0,0.3388590717647455
gene_542,species_2,t1,0.0
gene_542,species_2,t2,0.0
gene_542,species_2,t3,1.928091164025373
gene_542,species_3,t0,1.2072936693007519
gene_542,species_3,t1,0.0
gene_542,species_3,t2,2.3054058209567576
gene_542,species_3,t3,0.0
gene_543,species_1,t0,1.6849981867087933
gene_543,species_1,t1,3.07886192689991
gene_543,species_1,t2,2.1562091205762175
gene_543,species_1,t3,0.83316086371608
gene_543,species_2,t0,0.0
gene_543,species_2,t1,0.05594087508683543
gene_543,species_2,t2,0.0
gene_543,species_2,t3,0.0
gene_543,species_3,t0,1.240868159569761
gene_543,species_3,t1,0.0
gene_543,species_3,t2,3.221154882110441
gene_543,species_3,t3,0.9948063259480144
gene_544,species_1,t0,1.1664320902925553
gene_544,species_1,t1,3.5773437250039
gene_544,species_1,t2,1.1432484232543003
gene_544,species_1,t3,0.176209634682855
gene_544,species_2,t0,0.7210877930343504
gene_544,species_2,t1,1.6590823407267468
gene_544,species_2,t2,0.0
gene_544,species_2,t3,0.0
gene_544,species_3,t0,1.6952450877311809
gene_544,species_3,t1,1.10754893880827
gene_544,species_3,t2,0.0
gene_544,species_3,t3,1.238255031059896
gene_545,species_1,t0,0.7423406806428426
gene_545,species_1,t1,2.3944707624847403
gene_545,species_1,t2,0.0
gene_545,species_1,t3,0.0
gene_545,species_2,t0,0.07274729989149961
gene_545,species_2,t1,0.756045230781425
gene_545,species_2,t2,0.0
gene_545,species_2,t3,0.7977081425447964
gene_545,species_3,t0,1.084727085201818
gene_545,species_3,t1,0.448200063521911
gene_545,species_3,t2,2.620240099638924
gene_545,species_3,t3,0.19960289855915408
gene_546,species_1,t0,0.0
gene_546,species_1,t1,0.0
gene_546,species_1,t2,0.5528117276703516
gene_546,species_1,t3,0.059219882654683906
gene_546,species_2,t0,0.054776793483145465
gene_546,species_2,t1,0.0
gene_546,species_2,t2,0.2957673740330948
gene_546,species_2,t3,0.0963614643744955
gene_546,species_3,t0,0.048930602174589236
gene_546,species_3,t1,0.6782309078694346
gene_546,species_3,t2,0.3607817066831144
gene_546,species_3,t3,0.1723041079718212
gene_547,species_1,t0,1.5713401513995489
gene_547,species_1,t1,0.9394718821785965
gene_547,species_1,t2,4.865503672266419
gene_547,species_1,t3,1.450356209433368
gene_547,species_2,t0,0.0
gene_547,species_2,t1,3.009742001179474
gene_547,species_2,t2,2.834879133175241
gene_547,species_2,t3,0.0
gene_547,species_3,t0,0.32329622439787353
gene_547,species_3,t1,6.861415020038049
gene_547,species_3,t2,0.0
gene_547,species_3,t3,1.3672159617853783
gene_548,species_1,t0,0.0
gene_548,species_1,t1,0.0
gene_548,species_1,t2,0.0
gene_548,species_1,t3,0.0
gene_548,species_2,t0,0.0
gene_548,species_2,t1,0.0
gene_548,species_2,t2,2.120533268125789
gene_548,species_2,t3,0.0
gene_548,species_3,t0,1.6675984094529777
gene_548,species_3,t1,1.9354737974329135
gene_548,species_3,t2,2.7297535029049476
gene_548,species_3,t3,0.2738952545234977
gene_549,species_1,t0,1.026448415292705
gene_549,species_1,t1,0.0
gene_549,species_1,t2,0.0
gene_549,species_1,t3,0.30511993260871906
gene_549,species_2,t0,0.5862761886753001
gene_549,species_2,t1,0.40266506895488957
gene_549,species_2,t2,0.7146775092534241
gene_549,species_2,t3,0.0
gene_549,species_3,t0,0.5529224862902068
gene_549,species_3,t1,1.0085067639085652
gene_549,species_3,t2,2.1024716285248535
gene_549,species_3,t3,0.7813169551626892
gene_550,species_1,t0,1.196430665106404
gene_550,species_1,t1,0.0
gene_550,species_1,t2,1.428952223769894
gene_550,species_1,t3,0.01339512057799419
gene_550,species_2,t0,0.0
gene_550,species_2,t1,0.0
gene_550,species_2,t2,1.8591702496858173
gene_550,species_2,t3,1.5197488062908031
gene_550,species_3,t0,0.31633921870043963
gene_550,species_3,t1,0.0
gene_550,species_3,t2,1.4956827556195287
gene_550,species_3,t3,1.097308685754454
gene_551,species_1,t0,1.1236810319971384
gene_551,species_1,t1,0.0
gene_551,species_1,t2,1.8245952843914366
gene_551,species_1,t3,0.4835597435032893
gene_551,species_2,t0,0.0
gene_551,species_2,t1,0.9492670684653474
gene_551,species_2,t2,1.1331680260814188
gene_551,species_2,t3,0.6170906686470478
gene_551,species_3,t0,0.0
gene_551,species_3,t1,0.0
gene_551,species_3,t2,0.8315735154144483
gene_551,species_3,t3,0.4412917572311247
gene_552,species_1,t0,0.46097309782858764
gene_552,species_1,t1,0.0
gene_552,species_1,t2,0.0354070886240192
gene_552,species_1,t3,0.14740790098123394
gene_552,species_2,t0,0.0
gene_552,species_2,t1,0.8569333848916044
gene_552,species_2,t2,0.0
gene_552,species_2,t3,0.0
gene_552,species_3,t0,0.6276464135893686
gene_552,species_3,t1,1.1227560439005153
gene_552,species_3,t2,3.2660435902769875
gene_552,species_3,t3,0.9171013857636714
gene_553,species_1,t0,0.5061210455636607
gene_553,species_1,t1,0.0
gene_553,species_1,t2,2.052694155022104
gene_553,species_1,t3,0.8868707640820439
gene_553,species_2,t0,0.6574656456734519
gene_553,species_2,t1,0.0
gene_553,species_2,t2,2.8333762048080313
gene_553,species_2,t3,2.2061402697261676
gene_553,species_3,t0,0.0
gene_553,species_3,t1,1.4378827153864422
gene_553,species_3,t2,0.04456587096987277
gene_553,species_3,t3,0.9650834641222993
gene_554,species_1,t0,1.7095751442281413
gene_554,species_1,t1,3.149893954821147
gene_554,species_1,t2,3.178699964841998
gene_554,species_1,t3,0.0
gene_554,species_2,t0,0.2155829833038924
gene_554,species_2,t1,0.5346978348458606
gene_554,species_2,t2,0.06861283505561816
gene_554,species_2,t3,0.0
gene_554,species_3,t0,1.2369847358708694
gene_554,species_3,t1,0.0
gene_554,species_3,t2,1.9680998376142178
gene_554,species_3,t3,0.6360994052196116
gene_555,species_1,t0,4.642300040217452
gene_555,species_1,t1,7.86514238645035
gene_555,species_1,t2,8.85917889220679
gene_555,species_1,t3,2.2149198413571964
gene_555,species_2,t0,0.0
gene_555,species_2,t1,2.089901098125808
gene_555,species_2,t2,0.624942347587044
gene_555,species_2,t3,0.0
gene_555,species_3,t0,2.9718661702429507
gene_555,species_3,t1,8.278649897116972
gene_555,species_3,t2,3.1222220963557437
gene_555,species_3,t3,0.7534650352338521
gene_556,species_1,t0,2.0806498616072124
gene_556,species_1,t1,4.267517745835448
gene_556,species_1,t2,4.032028714278372
gene_556,species_1,t3,1.187540005688671
gene_556,species_2,t0,0.0
gene_556,species_2,t1,0.3032271500014946
gene_556,species_2,t2,1.8607940943732864
gene_556,species_2,t3,0.0
gene_556,species_3,t0,1.89303163062074
gene_556,species_3,t1,2.5783816737911427
gene_556,species_3,t2,0.0
gene_556,species_3,t3,0.5303493782128642
gene_557,species_1,t0,2.779052711520383
gene_557,species_1,t1,0.0
gene_557,species_1,t2,4.527793109456515
gene_557,species_1,t3,0.0
gene_557,species_2,t0,0.8311609815646979
gene_557,species_2,t1,0.29295943301856886
gene_557,species_2,t2,0.7036844676297652
gene_557,species_2,t3,0.25054916753833373
gene_557,species_3,t0,2.0396624042527005
gene_557,species_3,t1,0.0
gene_557,species_3,t2,0.0
gene_557,species_3,t3,1.2732567371409322
gene_558,species_1,t0,1.0669473091370152
gene_558,species_1,t1,1.3765785722872055
gene_558,species_1,t2,0.0
gene_558,species_1,t3,0.23991333191998282
gene_558,species_2,t0,0.2883185871716254
gene_558,species_2,t1,1.2603157965598457
gene_558,species_2,t2,1.8017594814404463
gene_558,species_2,t3,1.1852980763013878
gene_558,species_3,t0,0.0
gene_558,species_3,t1,0.0
gene_558,species_3,t2,0.7345521746316825
gene_558,species_3,t3,0.0
gene_559,species_1,t0,1.467250249263568
gene_559,species_1,t1,2.6239707914830035
gene_559,species_1,t2,0.0
gene_559,species_1,t3,0.9793388533293111
gene_559,species_2,t0,0.0
gene_559,species_2,t1,0.24704830279291973
gene_559,species_2,t2,0.7071228242220113
gene_559,species_2,t3,0.706457904224664
gene_559,species_3,t0,0.0
gene_559,species_3,t1,0.0
gene_559,species_3,t2,1.343679092948583
gene_559,species_3,t3,0.0
gene_560,species_1,t0,0.0
gene_560,species_1,t1,0.0
gene_560,species_1,t2,2.4390633361968708
gene_560,species_1,t3,0.39672461140319565
gene_560,species_2,t0,0.3511997234934916
gene_560,species_2,t1,0.2261906121323452
gene_560,species_2,t2,0.1696238884125075
gene_560,species_2,t3,0.0
gene_560,species_3,t0,1.220964491180492
gene_560,species_3,t1,1.4920284381490185
gene_560,species_3,t2,3.181152934545692
gene_560,species_3,t3,0.8291055172433403
gene_561,species_1,t0,2.342959874651227
gene_561,species_1,t1,4.23665039241336
gene_561,species_1,t2,3.4095846225627935
gene_561,species_1,t3,0.0
gene_561,species_2,t0,0.0
gene_561,species_2,t1,0.0
gene_561,species_2,t2,0.0
gene_561,species_2,t3,0.0
gene_561,species_3,t0,1.5499925385386013
gene_561,species_3,t1,0.0
gene_561,species_3,t2,3.5762669686638464
gene_561,species_3,t3,0.0
gene_562,species_1,t0,3.21402259660936
gene_562,species_1,t1,4.922398310088002
gene_562,species_1,t2,5.9168288147596675
gene_562,species_1,t3,0.0
gene_562,species_2,t0,0.0729020930288147
gene_562,species_2,t1,1.589469902537377
gene_562,species_2,t2,0.675710215091706
gene_562,species_2,t3,0.0
gene_562,species_3,t0,0.0
gene_562,species_3,t1,5.838660948306136
gene_562,species_3,t2,1.9308059599930834
gene_562,species_3,t3,0.6446898668143847
gene_563,species_1,t0,2.1881694727355856
gene_563,species_1,t1,3.9740221360996286
gene_563,species_1,t2,3.243925300279325
gene_563,species_1,t3,0.4700555390743626
gene_563,species_2,t0,0.8756724063952477
gene_563,species_2,t1,0.7992108009466552
gene_563,species_2,t2,0.879438763824876
gene_563,species_2,t3,0.0
gene_563,species_3,t0,1.3656955118977683
gene_563,species_3,t1,2.528253804380551
gene_563,species_3,t2,3.5064944142382273
gene_563,species_3,t3,0.0
gene_564,species_1,t0,0.34840619225025227
gene_564,species_1,t1,0.0
gene_564,species_1,t2,0.0
gene_564,species_1,t3,0.4062061591850635
gene_564,species_2,t0,0.6228726784777839
gene_564,species_2,t1,0.0
gene_564,species_2,t2,1.5727468753884137
gene_564,species_2,t3,0.0
gene_564,species_3,t0,0.10042965173492599
gene_564,species_3,t1,0.26280040301277824
gene_564,species_3,t2,0.0
gene_564,species_3,t3,0.0
gene_565,species_1,t0,5.95329413694316
gene_565,species_1,t1,10.900988944221606
gene_565,species_1,t2,9.870099615183848
gene_565,species_1,t3,0.0
gene_565,species_2,t0,0.0
gene_565,species_2,t1,1.5508853577988944
gene_565,species_2,t2,0.0
gene_565,species_2,t3,0.46052459308472565
gene_565,species_3,t0,0.0
gene_565,species_3,t1,0.0
gene_565,species_3,t2,8.521231112773984
gene_565,species_3,t3,2.5545685745232007
gene_566,species_1,t0,0.0
gene_566,species_1,t1,5.656203769221457
gene_566,species_1,t2,6.148013366064485
gene_566,species_1,t3,1.5183376987489576
gene_566,species_2,t0,0.3178958837294681
gene_566,species_2,t1,1.7006712063721878
gene_566,species_2,t2,0.0
gene_566,species_2,t3,0.5686181077401434
gene_566,species_3,t0,0.0
gene_566,species_3,t1,5.66040833048373
gene_566,species_3,t2,2.5223448404237745
gene_566,species_3,t3,1.023357965920742
gene_567,species_1,t0,0.37255352146797494
gene_567,species_1,t1,1.9595226434970818
gene_567,species_1,t2,0.0
gene_567,species_1,t3,0.08756927340696266
gene_567,species_2,t0,0.12271869271722106
gene_567,species_2,t1,0.0
gene_567,species_2,t2,2.373632204421327
gene_567,species_2,t3,0.940435275705959
gene_567,species_3,t0,1.143116035578795
gene_567,species_3,t1,0.0
gene_567,species_3,t2,0.0
gene_567,species_3,t3,0.6863067429944638
gene_568,species_1,t0,0.7516381235993054
gene_568,species_1,t1,0.0
gene_568,species_1,t2,0.0
gene_568,species_1,t3,0.656110073520946
gene_568,species_2,t0,0.31027368179134546
gene_568,species_2,t1,0.2934472570642234
gene_568,species_2,t2,0.39532367893871473
gene_568,species_2,t3,0.0
gene_568,species_3,t0,0.6169926701198752
gene_568,species_3,t1,1.653699437622027
gene_568,species_3,t2,0.0
gene_568,species_3,t3,0.105800865633223
gene_569,species_1,t0,0.0
gene_569,species_1,t1,3.1690129997168843
gene_569,species_1,t2,2.151805442249832
gene_569,species_1,t3,0.3896034501031052
gene_569,species_2,t0,0.5647276773572951
gene_569,species_2,t1,0.3371124410727322
gene_569,species_2,t2,0.0
gene_569,species_2,t3,0.7089523282725554
gene_569,species_3,t0,1.0817304834745065
gene_569,species_3,t1,0.0
gene_569,species_3,t2,0.0
gene_569,species_3,t3,0.0
gene_570,species_1,t0,0.0
gene_570,species_1,t1,4.8828656437116065
gene_570,species_1,t2,5.4628268493536964
gene_570,species_1,t3,1.0826480674220393
gene_570,species_2,t0,0.0
gene_570,species_2,t1,1.7046688698889343
gene_570,species_2,t2,0.0
gene_570,species_2,t3,0.7513775802019128
gene_570,species_3,t0,1.7775850837097402
gene_570,species_3,t1,5.0165567656655865
gene_570,species_3,t2,0.0
gene_570,species_3,t3,1.0331127572153476
gene_571,species_1,t0,0.0
gene_571,species_1,t1,0.10882870567588068
gene_571,species_1,t2,0.12642645282960296
gene_571,species_1,t3,0.0
gene_571,species_2,t0,0.12610277319717278
gene_571,species_2,t1,0.0
gene_571,species_2,t2,0.22991051750768537
gene_571,species_2,t3,0.2014585621779651
gene_571,species_3,t0,0.0
gene_571,species_3,t1,0.0
gene_571,species_3,t2,0.36552749617213415
gene_571,species_3,t3,0.2525843095834509
gene_572,species_1,t0,0.596801349190771
gene_572,species_1,t1,1.8865366250097466
gene_572,species_1,t2,1.0504273060574514
gene_572,species_1,t3,0.0
gene_572,species_2,t0,0.18504344639666181
gene_572,species_2,t1,0.7043400731296346
gene_572,species_2,t2,1.2897681189510586
gene_572,species_2,t3,0.2566282047204752
gene_572,species_3,t0,0.0
gene_572,species_3,t1,0.23837245095708373
gene_572,species_3,t2,2.566506005554116
gene_572,species_3,t3,0.0
gene_573,species_1,t0,2.0487952331210972
gene_573,species_1,t1,3.541888685190337
gene_573,species_1,t2,3.400234064142258
gene_573,species_1,t3,0.0
gene_573,species_2,t0,0.39662965516508164
gene_573,species_2,t1,0.9305148388796702
gene_573,species_2,t2,0.0
gene_573,species_2,t3,0.0
gene_573,species_3,t0,0.0
gene_573,species_3,t1,0.0
gene_573,species_3,t2,2.800203008616381
gene_573,species_3,t3,0.0
gene_574,species_1,t0,0.0
gene_574,species_1,t1,6.6744427065215195
gene_574,species_1,t2,0.0
gene_574,species_1,t3,0.8297722434893126
gene_574,species_2,t0,0.8910194116192743
gene_574,species_2,t1,0.0
gene_574,species_2,t2,0.0
gene_574,species_2,t3,0.0
gene_574,species_3,t0,2.5513826276778757
gene_574,species_3,t1,2.865321109150466
gene_574,species_3,t2,0.0
gene_574,species_3,t3,2.3498797443857797
gene_575,species_1,t0,0.0
gene_575,species_1,t1,1.7666843367114948
gene_575,species_1,t2,3.2253927550558736
gene_575,species_1,t3,1.3735108441402801
gene_575,species_2,t0,0.5840212466236429
gene_575,species_2,t1,0.5430567666061942
gene_575,species_2,t2,0.5980262092566595
gene_575,species_2,t3,0.0
gene_575,species_3,t0,0.9916691018160239
gene_575,species_3,t1,0.0
gene_575,species_3,t2,1.172667803422817
gene_575,species_3,t3,0.8441570523076248
gene_576,species_1,t0,0.9114473053148493
gene_576,species_1,t1,1.41315129821164
gene_576,species_1,t2,1.1777563744041066
gene_576,species_1,t3,0.026791847594082013
gene_576,species_2,t0,0.7400751030875476
gene_576,species_2,t1,1.2872120724693352
gene_576,species_2,t2,0.0
gene_576,species_2,t3,1.100343235459224
gene_576,species_3,t0,0.1276845740013729
gene_576,species_3,t1,1.5050295764292312
gene_576,species_3,t2,0.0
gene_576,species_3,t3,0.6266370446521904
gene_577,species_1,t0,0.0
gene_577,species_1,t1,0.0
gene_577,species_1,t2,0.1543016213345877
gene_577,species_1,t3,0.2770446180031881
gene_577,species_2,t0,0.0
gene_577,species_2,t1,0.0
gene_577,species_2,t2,1.6011226829796203
gene_577,species_2,t3,1.4930867372940688
gene_577,species_3,t0,0.0
gene_577,species_3,t1,0.46040341205598073
gene_577,species_3,t2,0.8432265793732929
gene_577,species_3,t3,0.0
gene_578,species_1,t0,1.4954034964878362
gene_578,species_1,t1,0.0
gene_578,species_1,t2,3.188494194780112
gene_578,species_1,t3,0.7847121760144627
gene_578,species_2,t0,0.40558124683289254
gene_578,species_2,t1,1.5046150022968927
gene_578,species_2,t2,1.3356091363478244
gene_578,species_2,t3,0.15178599034189558
gene_578,species_3,t0,0.6520919404454363
gene_578,species_3,t1,3.7270015211773244
gene_578,species_3,t2,1.2119129669106712
gene_578,species_3,t3,0.3438704272171472
gene_579,species_1,t0,2.1399440285659868
gene_579,species_1,t1,4.236097093983322
gene_579,species_1,t2,3.561555477397324
gene_579,species_1,t3,0.9036468838549698
gene_579,species_2,t0,0.0
gene_579,species_2,t1,0.4797623046083661
gene_579,species_2,t2,0.027623191826853265
gene_579,species_2,t3,0.0
gene_579,species_3,t0,1.5250139651968084
gene_579,species_3,t1,2.7605240783591345
gene_579,species_3,t2,3.310946309059572
gene_579,species_3,t3,0.9733353826263129
gene_580,species_1,t0,1.0738767237001634
gene_580,species_1,t1,2.476492800344876
gene_580,species_1,t2,1.3706380244941871
gene_580,species_1,t3,0.0
gene_580,species_2,t0,0.2384372282749445
gene_580,species_2,t1,0.8365208006170942
gene_580,species_2,t2,0.0
gene_580,species_2,t3,0.0
gene_580,species_3,t0,0.0
gene_580,species_3,t1,0.0
gene_580,species_3,t2,3.2635043615559347
gene_580,species_3,t3,0.0
gene_581,species_1,t0,0.0
gene_581,species_1,t1,5.095030586337262
gene_581,species_1,t2,3.7124638512329735
gene_581,species_1,t3,0.0
gene_581,species_2,t0,0.23533141248047384
gene_581,species_2,t1,0.7048288715157035
gene_581,species_2,t2,2.4237180609388123
gene_581,species_2,t3,0.8734304495485071
gene_581,species_3,t0,2.1998068314175563
gene_581,species_3,t1,1.5396691868757757
gene_581,species_3,t2,5.062612444636701
gene_581,species_3,t3,1.2114148627627128
gene_582,species_1,t0,1.6004027819192956
gene_582,species_1,t1,2.8341841880118332
gene_582,species_1,t2,2.677211257367741
gene_582,species_1,t3,0.0
gene_582,species_2,t0,0.0
gene_582,species_2,t1,0.0
gene_582,species_2,t2,1.2695121490634589
gene_582,species_2,t3,0.0
gene_582,species_3,t0,0.0
gene_582,species_3,t1,1.8920572176511699
gene_582,species_3,t2,0.0
gene_582,species_3,t3,0.0
gene_583,species_1,t0,1.1234313331683796
gene_583,species_1,t1,0.0
gene_583,species_1,t2,0.9969811956388177
gene_583,species_1,t3,0.0
gene_583,species_2,t0,0.0
gene_583,species_2,t1,0.0
gene_583,species_2,t2,1.3532681930917028
gene_583,species_2,t3,0.0
gene_583,species_3,t0,0.9753295742845839
gene_583,species_3,t1,0.22493368673646058
gene_583,species_3,t2,0.0
gene_583,species_3,t3,1.0048296909685845
gene_584,species_1,t0,0.08362868887820682
